,bat,runs,balls,dismissals,avg,rpo
306,Dave Langford-Smith,6,5,2.0,3.0,7.2
1358,Usman Shinwari,6,3,1.0,6.0,12.0
572,Jason Krejza,6,4,,,9.0
1343,Tushar Imran,6,8,,,4.5
451,Gudakesh Motie,6,8,1.0,6.0,4.5
245,Chris Mpofu,6,13,2.0,3.0,2.77
1175,Shanan Stewart,6,19,3.0,2.0,1.89
319,Dean Elgar,6,14,1.0,6.0,2.57
101,Angelo Perera,6,11,1.0,6.0,3.27
1386,Wes Agar,6,2,1.0,6.0,18.0
989,Philippe Boissevain,5,9,1.0,5.0,3.33
1088,Rumman Raees,5,6,1.0,5.0,5.0
359,Douglas Hondo,5,3,,,10.0
467,Hamza Tahir,5,6,2.0,2.5,5.0
2,Aamir Kaleem,5,8,1.0,5.0,3.75
1248,Stuart Whittingham,5,6,,,5.0
1216,Sisanda Magala,5,6,1.0,5.0,5.0
1080,Ross Lyons,5,2,,,15.0
1417,Zeeshan Siddiqi,5,6,,,5.0
436,Glenn McGrath,5,21,3.0,1.67,1.43
1151,Semo Kamea,5,7,,,4.29
311,David Murphy,5,2,,,15.0
190,Brad Wheal,5,5,2.0,2.5,6.0
357,Doug Bollinger,5,3,2.0,2.5,10.0
996,Pragyan Ojha,5,4,,,7.5
297,Darius D'Silva,5,22,1.0,5.0,1.36
489,Henry Davids,5,8,,,3.75
154,Balaji Rao,5,4,1.0,5.0,7.5
788,Matheesha Pathirana,5,8,1.0,5.0,3.75
113,Arjun Saud,5,10,,,3.0
750,Lutho Sipamla,5,6,,,5.0
289,Daniel ter Braak,5,9,,,3.33
766,Malinda Warnapura,5,11,1.0,5.0,2.73
627,Joshua Da Silva,5,4,,,7.5
694,Kjorn Ottley,5,7,,,4.29
656,Karun Nair,5,6,,,5.0
141,Austin Codrington,5,7,1.0,5.0,4.29
1118,Salman Faris,5,8,1.0,5.0,3.75
552,James Pattinson,5,11,2.0,2.5,2.73
1181,Shannon Gabriel,5,17,2.0,2.5,1.76
1164,Shahnawaz Dahani,4,3,,,8.0
706,Kwame Tucker,4,4,,,6.0
825,Miguel Cummins,4,5,,,4.8
1268,Sylvester Joseph,4,8,,,3.0
823,Michau du Preez,4,14,1.0,4.0,1.71
677,Khaleel Ahmed,4,12,1.0,4.0,2.0
1000,Pratik Athavale,4,1,,,24.0
14,Abdul Rahman,4,4,,,6.0
1077,Rony Talukdar,4,4,1.0,4.0,6.0
494,Hila Vare,4,9,2.0,2.0,2.67
729,Leon Johnson,4,20,2.0,2.0,1.2
1351,Upul Chandana,4,8,2.0,2.0,3.0
499,Iain Wardlaw,4,11,2.0,2.0,2.18
466,Hammad Azam,4,12,1.0,4.0,2.0
1270,Tabraiz Shamsi,4,7,1.0,4.0,3.43
1185,Shariz Ahmad,4,27,3.0,1.33,0.89
1034,Ravi Bishnoi,4,2,,,12.0
198,Brett Geeves,4,7,,,3.43
299,Darren Gough,4,4,,,6.0
395,Fawad Ahmed,4,2,,,12.0
631,Junaid Siddiqui,4,13,1.0,4.0,1.85
1038,Ravinderpal Singh,4,9,1.0,4.0,2.67
355,Don Maxwell,4,1,,,24.0
294,Daren Ganga,4,9,,,2.67
403,Fiqre Crockwell,4,5,,,4.8
376,Eion Katchay,3,8,1.0,3.0,2.25
39,Aftab Shamsudeen,3,28,1.0,3.0,0.64
1051,Reinhardt Strydom,3,3,,,6.0
462,Hamish Bennett,3,7,,,2.57
1065,Rishi Dhawan,3,5,,,3.6
1079,Rory McCann,3,4,,,4.5
771,Marcus North,3,10,1.0,3.0,1.8
778,Mark Gillespie,3,10,1.0,3.0,1.8
1052,Reon King,3,10,,,1.8
1071,Rodney Trott,3,5,,,3.6
1318,Tino Best,3,11,2.0,1.5,1.64
1285,Tarun Nethula,3,3,1.0,3.0,6.0
1288,Taufeeq Umar,3,3,,,6.0
354,Dominique Rikhi,3,6,1.0,3.0,3.0
333,Dhananjaya Lakshan,3,7,1.0,3.0,2.57
846,Mohammad Iqbal,3,5,,,3.6
498,Iain O'Brien,3,11,,,1.64
236,Chris Amini,3,3,,,6.0
340,Dilshan Madushanka,3,6,1.0,3.0,3.0
1401,Yasir Mohammad,3,6,1.0,3.0,3.0
324,Deighton Butler,3,3,1.0,3.0,6.0
998,Prasanna Jayawardene,3,5,2.0,1.5,3.6
132,Ashok Dinda,3,5,2.0,1.5,3.6
1200,Shingi Masakadza,3,4,,,4.5
51,Akeem Jordan,3,6,,,3.0
1091,Rusty Theron,3,5,1.0,3.0,3.6
961,Pankaj Singh,3,3,,,6.0
579,Jayant Yadav,3,7,1.0,3.0,2.57
65,Ali Khan,3,4,2.0,1.5,4.5
975,Pedro Collins,3,10,3.0,1.0,1.8
480,Hasan Mahmud,3,6,3.0,1.0,3.0
178,Billy Stanlake,3,21,2.0,1.5,0.86
383,Ethan D'Souza,3,16,2.0,1.5,1.12
735,Lionel Baker,2,7,1.0,2.0,1.71
698,Krishnappa Gowtham,2,3,1.0,2.0,4.0
1305,Tim Ambrose,2,3,,,4.0
660,Kaushal Lokuarachchi,2,5,1.0,2.0,2.4
375,Ehsan Nawaz,2,3,,,4.0
950,Nuwan Zoysa,2,5,1.0,2.0,2.4
1297,Theo van Woerkom,2,2,,,6.0
562,Jan Stander,2,10,3.0,0.67,1.2
1329,Tom Heggelman,2,4,1.0,2.0,3.0
73,Amila Aponso,2,4,1.0,2.0,3.0
673,Kevin Sandher,2,6,1.0,2.0,2.0
1328,Tom Hartley,2,2,,,6.0
207,Calvert Hooper,2,2,,,6.0
675,Khaled Mahmud,2,1,,,12.0
1382,Wasim Ali,2,2,,,6.0
941,Noor Ahmad,2,1,,,12.0
284,Dan Cullen,2,3,,,4.0
210,Cameron Stevenson,2,6,3.0,0.67,2.0
1044,Rayyan Pathan,2,9,1.0,2.0,1.33
411,Gareth Batty,2,1,,,12.0
366,Dwayne Leverock,2,13,,,0.92
1296,Thandi Tshabalala,2,3,,,4.0
524,Irfan Sajid,2,5,1.0,2.0,2.4
815,Michael Mason,2,6,1.0,2.0,2.0
1250,Sufyan Mehmood,2,10,,,1.2
816,Michael Neser,2,4,2.0,1.0,3.0
388,Faisal Hossain,2,2,,,6.0
824,Mick Lewis,2,1,,,12.0
999,Prasidh Krishna,2,8,,,1.5
142,Austin Richards,2,2,1.0,2.0,6.0
176,Bilal Khan,2,4,1.0,2.0,3.0
1360,Varun Aaron,2,3,,,4.0
836,Mitchell Swepson,2,2,1.0,2.0,6.0
171,Beuran Hendricks,2,7,1.0,2.0,1.71
1098,Ryan Murray,2,8,,,1.5
1214,Simon Atai,2,9,1.0,2.0,1.33
224,Chanaka Welegedara,2,4,,,3.0
164,Ben Lister,2,5,,,2.4
861,Mohammad Tauqir,2,2,,,6.0
254,Clayton Floyd,2,5,1.0,2.0,2.4
1403,Yodhin Punja,1,5,,,1.2
599,Joe Mennie,1,4,2.0,0.5,1.5
1413,Zakir Hasan,1,3,,,2.0
1374,Vivian Kingma,1,4,2.0,0.5,1.5
715,Kyle Phillip,1,3,1.0,1.0,2.0
692,Kishore Mahato,1,1,,,6.0
1422,Zulfiqar Babar,1,4,,,1.5
23,Abul Hasan,1,2,1.0,1.0,3.0
1418,Zhivago Groenewald,1,1,,,6.0
649,Karim Janat,1,1,1.0,1.0,6.0
827,Milton Shumba,1,5,,,1.2
209,Cameron McAuslan,1,1,,,6.0
84,Andre McCarthy,1,2,,,3.0
1220,Sohail Khan,1,1,,,6.0
54,Al-Amin Hossain,1,2,,,3.0
166,Ben Shikongo,1,2,,,3.0
57,Albert van der Merwe,1,1,,,6.0
274,Craig Wright,1,1,,,6.0
514,Imran Haider,1,2,1.0,1.0,3.0
765,Malinda Pushpakumara,1,3,,,2.0
74,Amir Hayat,1,5,,,1.2
919,Nazmul Hossain,1,1,,,6.0
421,Gavin Tonge,1,1,1.0,1.0,6.0
945,Nosaina Pokana,1,6,1.0,1.0,1.0
475,Harry Gurney,1,2,,,3.0
1242,Stuart Carlisle,1,2,,,3.0
1087,Ruchira Perera,1,4,2.0,0.5,1.5
1001,Praveen Jayawickrama,1,1,,,6.0
465,Hamish Rutherford,1,1,,,6.0
126,Ashfaq Ahmed,1,1,,,6.0
104,Ankur Vasishta,1,1,,,6.0
445,Graham Onions,1,2,1.0,1.0,3.0
1015,Rahat Ali,1,10,2.0,0.5,0.6
1021,Rahul Sharma,1,2,1.0,1.0,3.0
460,Hamid Hassan,1,4,,,1.5
449,Gregor Maiden,1,2,,,3.0
108,Anthony Ireland,1,1,,,6.0
542,Jake Fraser-McGurk,1,1,,,6.0
1163,Shahidullah,1,3,1.0,1.0,2.0
544,James Celestine,1,3,,,2.0
1249,Sudeep Tyagi,1,2,,,3.0
1313,Tim de Leede,1,7,1.0,1.0,0.86
369,Ebadot Hossain,1,7,1.0,1.0,0.86
1307,Tim David,1,6,1.0,1.0,1.0
373,Ehsan Adil,1,2,1.0,1.0,3.0
1273,Tafadzwa Mufambisi,1,2,,,3.0
806,Mervyn Dillon,1,3,,,2.0
808,Michael Carberry,1,2,,,3.0
1262,Sushan Bhari,1,2,,,3.0
611,John Reva,1,3,1.0,1.0,2.0
819,Michael Vandort,1,3,,,2.0
1211,Siddarth Kaul,0,1,1.0,0.0,0.0
1410,Zahid Mahmood,0,1,,,0.0
653,Karl Whatham,0,4,,,0.0
1280,Tanveer Sangha,0,3,1.0,0.0,0.0
984,Peter Ongondo,0,2,1.0,0.0,0.0
291,Danish Kaneria,0,1,1.0,0.0,0.0
995,Prabath Jayasuriya,0,2,1.0,0.0,0.0
1099,Ryan Rickelton,0,2,1.0,0.0,0.0
547,James Hall,0,1,,,0.0
197,Brett Dorey,0,3,1.0,0.0,0.0
99,Andy McKay,0,1,,,0.0
639,Kaleem Sana,0,1,1.0,0.0,0.0
248,Chris Tremain,0,9,1.0,0.0,0.0
1409,Zaheer Maqsood,0,1,,,0.0
1289,Taurai Muzarabani,0,2,,,0.0
1396,Yamin Ahmadzai,0,1,,,0.0
360,Duncan Allan,0,2,,,0.0
175,Bilal Asif,0,2,,,0.0
371,Ed Rainsford,0,2,,,0.0
243,Chris Martin,0,2,1.0,0.0,0.0
556,Jamie Atkinson,0,4,,,0.0
541,Jake Ball,0,3,2.0,0.0,0.0
1022,Rajat Patidar,0,1,,,0.0
1310,Tim Pringle,0,3,2.0,0.0,0.0
1059,Rikki Clarke,0,1,1.0,0.0,0.0
1357,Usman Mushtaq,0,2,1.0,0.0,0.0
1042,Rayad Emrit,0,2,,,0.0
540,Jai Prakash Yadav,0,4,1.0,0.0,0.0
964,Parth Desai,0,8,2.0,0.0,0.0
400,Fazle Mahmud,0,5,1.0,0.0,0.0
233,Chetan Sakariya,0,1,,,0.0
1254,Sunil Dhamala,0,2,,,0.0
320,Dean Foxcroft,0,1,1.0,0.0,0.0
231,Charlton Tshuma,0,1,1.0,0.0,0.0
406,Francis Otieno,0,2,,,0.0
179,Binod Bhandari,0,0,,,
1373,Vishwa Fernando,0,3,,,0.0
1178,Shane Harwood,0,4,1.0,0.0,0.0
180,Bjorn Fortuin,0,1,,,0.0
21,Abhishek Paradkar,0,1,,,0.0
911,Natsai M'shangwe,0,4,1.0,0.0,0.0
723,Lalit Rajbanshi,0,1,,,0.0
347,Dion Ebrahim,0,1,1.0,0.0,0.0
589,Jeremy Gordon,0,3,1.0,0.0,0.0
137,Asif Iqbal,0,2,1.0,0.0,0.0
1159,Shahadat Hossain,0,7,,,0.0
580,Jayden Seales,0,7,1.0,0.0,0.0
679,Khaliq Dad,0,1,1.0,0.0,0.0
1148,Sean Terry,0,1,,,0.0
1362,Veerasammy Permaul,0,1,,,0.0
943,Noor-ul-Haq,0,2,1.0,0.0,0.0
674,Khaled Ahmed,0,2,,,0.0
1269,Tabarak Dar,0,1,,,0.0
717,Lahiru Gamage,0,2,,,0.0
952,Obed McCoy,0,1,,,0.0
1130,Sanjay Krishnamurthi,0,1,1.0,0.0,0.0
956,Omer Hussain,0,3,,,0.0
234,Cheteshwar Pujara,0,7,1.0,0.0,0.0
