,bat,runs,balls,dismissals,avg,rpo
1283,Sajid Mahmood,47,67,6.0,7.83,4.21
1250,Rusty Theron,47,97,9.0,5.22,2.91
1370,Sheldon Cottrell,47,65,4.0,11.75,4.34
1121,Pawan Sarraf,47,91,6.0,7.83,3.1
717,Junaid Khan,47,99,9.0,5.22,2.85
211,Billy Stelling,47,51,1.0,47.0,5.53
992,Moises Henriques,47,105,7.0,6.71,2.69
232,Brendan Nash,47,64,3.0,15.67,4.41
1214,Rikki Clarke,46,62,2.0,23.0,4.45
1372,Sherfane Rutherford,46,61,,,4.52
266,Chandrapaul Hemraj,46,75,5.0,9.2,3.68
1408,Steve Harmison,46,65,5.0,9.2,4.25
122,Anil Sah,46,85,5.0,9.2,3.25
694,John Nyumbu,46,89,10.0,4.6,3.1
120,Angelo Perera,46,72,3.0,15.33,3.83
743,Karun Jethi,46,50,1.0,46.0,5.52
460,Fiqre Crockwell,45,89,1.0,45.0,3.03
1618,Zeeshan Siddiqi,45,105,2.0,22.5,2.57
406,Doug Bollinger,45,51,4.0,11.25,5.29
1448,Tabarak Dar,45,87,2.0,22.5,3.1
1116,Paul Hoffmann,45,34,5.0,9.0,7.94
258,Chadwick Walton,45,69,5.0,9.0,3.91
1074,Nigel Jones,45,68,4.0,11.25,3.97
1579,Wes Agar,44,40,1.0,44.0,6.6
1168,Ragheb Aga,44,109,5.0,8.8,2.42
956,Mluleki Nkala,44,74,4.0,11.0,3.57
1622,Zubayr Hamza,43,55,,,4.69
384,Dilhara Lokuhettige,43,73,6.0,7.17,3.53
1584,Will Jacks,43,50,1.0,43.0,5.16
1167,Raees Ahmadzai,43,87,2.0,21.5,2.97
492,Gerald Coetzee,43,70,3.0,14.33,3.69
1419,Stuart Clark,43,57,5.0,8.6,4.53
171,Azhar Mahmood,43,74,4.0,10.75,3.49
543,Hasan Mahmud,42,87,6.0,7.0,2.9
1140,Piet Rinke,42,94,10.0,4.2,2.68
365,Deepak Chahar,42,59,3.0,14.0,4.27
1073,Nicky Boje,42,61,3.0,14.0,4.13
641,Jan Stander,42,65,2.0,21.0,3.88
285,Chris Mpofu,42,159,14.0,3.0,1.58
423,Ed Rainsford,42,105,6.0,7.0,2.4
431,Elijah Otieno,42,126,9.0,4.67,2.0
1560,Vinay Kumar,41,110,6.0,6.83,2.24
1146,Pragyan Ojha,41,108,2.0,20.5,2.28
744,Karun Nair,41,82,2.0,20.5,3.0
774,Khaliq Dad,41,66,2.0,20.5,3.73
709,Josh Inglis,41,73,3.0,13.67,3.37
572,Ian Butler,41,83,4.0,10.25,2.96
366,Deepak Hooda,41,50,2.0,20.5,4.92
399,Dolar Mahmud,41,35,3.0,13.67,7.03
728,Kaleem Sana,40,63,,,3.81
853,Lungi Ngidi,40,108,5.0,8.0,2.22
1155,Prince Masvaure,40,60,2.0,20.0,4.0
209,Bilawal Bhatti,40,36,3.0,13.33,6.67
627,James Marshall,40,96,7.0,5.71,2.5
967,Mohammad Irfan,40,117,11.0,3.64,2.05
1101,Omari Banks,39,53,2.0,19.5,4.42
1498,Tim de Leede,39,63,4.0,9.75,3.71
24,Abhishek Paradkar,39,49,3.0,13.0,4.78
1163,Qasim Sheikh,39,99,5.0,7.8,2.36
855,Luuk van Troost,39,54,3.0,13.0,4.33
1256,Ryan Harris,39,39,5.0,7.8,6.0
1138,Philippe Boissevain,39,71,5.0,7.8,3.3
207,Bilal Asif,39,46,3.0,13.0,5.09
556,Henry Osinde,38,76,6.0,6.33,3.0
38,Adnan Akmal,38,56,3.0,12.67,4.07
617,Jake Ball,38,46,2.0,19.0,4.96
767,Kevin Sinclair,38,64,2.0,19.0,3.56
1486,Thinus Fourie,38,48,1.0,38.0,4.75
1335,Shahidullah,38,68,2.0,19.0,3.35
1286,Salman Faris,38,71,2.0,19.0,3.21
1173,Rahul Chopra,38,74,3.0,12.67,3.08
1007,Muhammad Zuhaib,38,39,3.0,12.67,5.85
631,James Pattinson,37,69,2.0,18.5,3.22
674,Jeroen Smits,37,120,4.0,9.25,1.85
630,James Ngoche,37,97,6.0,6.17,2.29
454,Fayyaz Ahmed,37,79,,,2.81
823,Lalit Rajbanshi,37,126,6.0,6.17,1.76
865,Makhaya Ntini,36,63,8.0,4.5,3.43
1198,Raymon Reifer,36,71,4.0,9.0,3.04
1554,Victor Nyauchi,36,40,4.0,9.0,5.4
499,Glenn Rogers,36,53,3.0,12.0,4.08
1237,Ross Lyons,36,70,4.0,9.0,3.09
368,Delyone Borden,35,103,4.0,8.75,2.04
226,Brad Wheal,35,63,3.0,11.67,3.33
958,Mohammad Aadil Alam,35,54,3.0,11.67,3.89
287,Chris Sole,35,60,6.0,5.83,3.5
1384,Shuvagata Hom,35,46,2.0,17.5,4.57
123,Ankur Vasishta,35,68,3.0,11.67,3.09
820,Lakshan Sandakan,35,66,3.0,11.67,3.18
677,Jhye Richardson,35,40,1.0,35.0,5.25
915,Maurits van Nierop,35,49,1.0,35.0,4.29
1135,Phil Jaques,34,72,4.0,8.5,2.83
249,Cameron McAuslan,34,71,2.0,17.0,2.87
1048,Navdeep Saini,34,45,,,4.53
1024,Najeeb Amar,34,41,1.0,34.0,4.98
166,Avishka Gunawardene,34,59,2.0,17.0,3.46
1624,Zulfiqar Babar,34,36,2.0,17.0,5.67
333,Daniel ter Braak,34,84,2.0,17.0,2.43
1208,Ricardo Powell,34,61,5.0,6.8,3.34
1449,Tabraiz Shamsi,33,48,1.0,33.0,4.12
1156,Prithvi Shaw,33,52,,,3.81
1157,Priyamal Perera,33,58,2.0,16.5,3.41
984,Mohammad Tauqir,33,77,5.0,6.6,2.57
1520,Tony Suji,32,62,3.0,10.67,3.1
790,Kjorn Ottley,32,65,4.0,8.0,2.95
1315,Sean Terry,32,66,5.0,6.4,2.91
973,Mohammad Naim,32,85,5.0,6.4,2.26
227,Bradley Kruger,32,50,3.0,10.67,3.84
271,Charles Perchard,32,38,1.0,32.0,5.05
286,Chris Read,32,42,4.0,8.0,4.57
889,Mark Jonkman,32,55,4.0,8.0,3.49
1415,Steven Welsh,32,67,1.0,32.0,2.87
1304,Saqlain Haider,31,47,2.0,15.5,3.96
1391,Skhawat Ali,31,78,4.0,7.75,2.38
292,Christiaan Jonker,31,33,2.0,15.5,5.64
377,Dhammika Prasad,31,51,4.0,7.75,3.65
1046,Natsai M'shangwe,31,33,3.0,10.33,5.64
151,Ashish Nehra,31,91,11.0,2.82,2.04
90,Amir Hayat,30,68,3.0,10.0,2.65
872,Malinda Warnapura,30,62,2.0,15.0,2.9
445,Faisal Iqbal,30,48,1.0,30.0,3.75
1565,Vishwa Fernando,30,58,2.0,15.0,3.1
91,Amit Mishra,30,67,5.0,6.0,2.69
169,Azeem Pitcher,30,54,1.0,30.0,3.33
843,Lonwabo Tsotsobe,30,70,5.0,6.0,2.57
1508,Toby Roland-Jones,29,34,,,5.12
387,Dilshan Madushanka,29,71,2.0,14.5,2.45
1516,Tom Sole,29,31,3.0,9.67,5.61
219,Boris Gorlee,29,55,3.0,9.67,3.16
71,Alester Maregwede,29,60,2.0,14.5,2.9
400,Dom Joyce,29,55,2.0,14.5,3.16
892,Mark Wood,29,41,7.0,4.14,4.24
410,Douglas Hondo,29,36,2.0,14.5,4.83
376,Dewald Nel,29,53,2.0,14.5,3.28
228,Brandon Glover,29,46,2.0,14.5,3.78
1595,Yasir Ali,29,52,3.0,9.67,3.35
1085,Noor Ahmad,29,40,3.0,9.67,4.35
817,Lahiru Kumara,29,63,7.0,4.14,2.76
1227,Roger Telemachus,29,14,2.0,14.5,12.43
1548,VVS Laxman,29,56,3.0,9.67,3.11
656,Jasprit Bumrah,29,78,5.0,5.8,2.23
394,Dion Ebrahim,28,73,3.0,9.33,2.3
1203,Regan West,28,13,,,12.92
989,Mohammed Siraj,28,66,3.0,9.33,2.55
121,Anil Kumble,28,72,4.0,7.0,2.33
1172,Rahul Bhatia,28,38,2.0,14.0,4.42
446,Faiz Fazal,28,44,,,3.82
1098,Oliver Pitcher,28,81,3.0,9.33,2.07
428,Ehsan Nawaz,28,84,6.0,4.67,2.0
1131,Peter McGlashan,28,22,,,7.64
606,Jack Jarvis,28,47,3.0,9.33,3.57
1181,Ramesh David,28,54,2.0,14.0,3.11
208,Bilal Khan,28,67,8.0,3.5,2.51
1545,Usman Rafiq,28,40,1.0,28.0,4.2
1236,Rory McCann,28,59,3.0,9.33,2.85
380,Dhawal Kulkarni,27,28,,,5.79
622,James Celestine,27,57,3.0,9.0,2.84
803,Kyle Abbott,27,55,5.0,5.4,2.95
1290,Sami Aslam,27,61,2.0,13.5,2.66
136,Arshdeep Singh,27,26,2.0,13.5,6.23
987,Mohammed Qasim,27,90,5.0,5.4,1.8
1611,Zain Abbas,26,54,,,2.89
1060,Neil Kruger,26,62,2.0,13.0,2.52
781,Khurram Nawaz,26,49,1.0,26.0,3.18
255,Cephas Zhuwao,26,45,3.0,8.67,3.47
213,Binura Fernando,26,36,3.0,8.67,4.33
997,Monty Panesar,26,91,5.0,5.2,1.71
53,Aizaz Cheema,26,45,3.0,8.67,3.47
904,Matthew Forde,26,32,3.0,8.67,4.88
1258,Ryan Klein,26,58,4.0,6.5,2.69
135,Arshad Khan,26,34,,,4.59
1457,Tanaka Chivanga,25,33,3.0,8.33,4.55
252,Carl Mumba,25,44,3.0,8.33,3.41
660,Jawad Dawood,25,19,,,7.89
990,Mohit Sharma,25,48,2.0,12.5,3.12
1294,Sanchit Sharma,25,41,2.0,12.5,3.66
426,Ehsan Adil,25,40,2.0,12.5,3.75
625,James Hall,25,73,3.0,8.33,2.05
14,Abdul Jabbar,25,53,1.0,25.0,2.83
1514,Tom Heggelman,25,81,4.0,6.25,1.85
256,Chad Bowes,25,49,4.0,6.25,3.06
449,Fareed Ahmad,25,56,2.0,12.5,2.68
966,Mohammad Iqbal,24,51,3.0,8.0,2.82
469,Gareth Batty,24,59,3.0,8.0,2.44
1394,Sohail Khan,24,50,5.0,4.8,2.88
1459,Tangeni Lungameni,24,52,6.0,4.0,2.77
649,Jason Gillespie,24,40,3.0,8.0,3.6
549,Hazrat Bilal,24,69,1.0,24.0,2.09
723,Justin Ontong,24,32,1.0,24.0,4.5
763,Kevin Hurdle,24,43,5.0,4.8,3.35
1338,Shahzaib Hasan,23,52,1.0,23.0,2.65
288,Chris Tremain,23,28,,,4.93
564,Hitesh Modi,23,57,2.0,11.5,2.42
311,Craig Cumming,23,52,3.0,7.67,2.65
1625,Zulqarnain Haider,23,38,1.0,23.0,3.63
89,Amir Hamza,23,94,7.0,3.29,1.47
711,Josh Little,23,34,5.0,4.6,4.06
1530,Tyson Gordon,23,53,4.0,5.75,2.6
1182,Ramesh Mendis,23,24,1.0,23.0,5.75
948,Minod Bhanuka,23,69,2.0,11.5,2.0
1442,Sushan Bhari,23,52,2.0,11.5,2.65
385,Dilon Heyliger,23,20,4.0,5.75,6.9
553,Henk-Jan Mol,22,72,2.0,11.0,1.83
979,Mohammad Salman,22,39,2.0,11.0,3.38
289,Chris Tremlett,22,66,6.0,3.67,2.0
96,Anderson Phillip,22,25,1.0,22.0,5.28
1055,Nazmul Hossain,22,80,7.0,3.14,1.65
857,Mahbubul Alam,22,28,1.0,22.0,4.71
1246,Rumman Raees,22,18,2.0,11.0,7.33
367,Deighton Butler,22,31,,,4.26
202,Beuran Hendricks,22,38,2.0,11.0,3.47
699,Jonathan Figy,22,26,,,5.08
41,Adrian Neill,22,39,1.0,22.0,3.38
1590,Wriddhiman Saha,21,33,2.0,10.5,3.82
1033,Naseem Shah,21,38,1.0,21.0,3.32
59,Ajmal Shahzad,21,46,5.0,4.2,2.74
528,Hamza Tahir,21,72,4.0,5.25,1.75
654,Jason Patraj,21,48,2.0,10.5,2.62
1012,Murali Kartik,21,38,1.0,21.0,3.32
985,Mohammad Wasim,21,29,2.0,10.5,4.34
1507,Tobias Visee,21,32,1.0,21.0,3.94
1348,Shanan Stewart,20,41,2.0,10.0,2.93
1093,Nuwan Pradeep,20,48,4.0,5.0,2.5
1251,Ruturaj Gaikwad,20,48,2.0,10.0,2.5
1148,Prasanna Jayawardene,20,30,1.0,20.0,4.0
1264,Ryan Steede,20,45,3.0,6.67,2.67
1124,Peter Chase,20,31,6.0,3.33,3.87
1345,Shaminda Eranga,20,45,2.0,10.0,2.67
914,Maurits Jonkman,20,51,2.0,10.0,2.35
1551,Veerasammy Permaul,19,25,3.0,6.33,4.56
1354,Shannon Gabriel,19,46,5.0,3.8,2.48
961,Mohammad Asif,19,73,6.0,3.17,1.56
1435,Sunzamul Islam,19,24,1.0,19.0,4.75
111,Andrew Tye,19,20,1.0,19.0,5.7
1451,Tafadzwa Kamungozi,19,44,5.0,3.8,2.59
697,Jon Lewis,19,31,4.0,4.75,3.68
1147,Pramod Madushan,19,64,3.0,6.33,1.78
308,Corey Collymore,19,39,3.0,6.33,2.92
791,Kosala Kulasekara,19,52,2.0,9.5,2.19
291,Christi Viljoen,19,23,1.0,19.0,4.96
1144,Piyush Chawla,19,33,3.0,6.33,3.45
762,Kesrick Williams,19,27,1.0,19.0,4.22
1429,Sultan Ahmed,18,42,2.0,9.0,2.57
56,Ajay Lalcheta,18,47,2.0,9.0,2.3
831,Liam Dawson,18,19,1.0,18.0,5.68
1067,Nestor Dhamba,18,48,2.0,9.0,2.25
1463,Tanvir Ahmed,18,12,1.0,18.0,9.0
1401,Sreesanth,18,53,6.0,3.0,2.04
741,Karl Whatham,18,37,1.0,18.0,2.92
567,Iain Wardlaw,18,29,4.0,4.5,3.72
1309,Scott Borthwick,18,16,2.0,9.0,6.75
154,Ashok Dinda,18,31,3.0,6.0,3.48
148,Ashfaq Ahmed,18,49,4.0,4.5,2.2
487,George Linde,18,24,1.0,18.0,4.5
1011,Munir Dar,18,16,2.0,9.0,6.75
1585,Will Sutherland,18,33,1.0,18.0,3.27
79,Ali Khan,17,27,4.0,4.25,3.78
1564,Vishnu Sukumaran,17,47,2.0,8.5,2.17
1330,Shaheed Keshvani,17,34,1.0,17.0,3.0
1541,Usama Mir,17,15,2.0,8.5,6.8
662,Jayden Seales,17,34,2.0,8.5,3.0
78,Alfred Luseno,17,30,1.0,17.0,3.4
1103,Oronde Bascome,17,54,2.0,8.5,1.89
1217,Rinku Singh,17,14,1.0,17.0,7.29
911,Matthew Short,17,23,1.0,17.0,4.43
1248,Runish Gudhka,17,14,1.0,17.0,7.29
34,Adeel Raja,17,76,5.0,3.4,1.34
68,Albert van der Merwe,16,24,5.0,3.2,4.0
1175,Rahul Jariwala,16,23,2.0,8.0,4.17
1582,Wiaan Mulder,16,24,1.0,16.0,4.0
1455,Tama Canning,16,27,1.0,16.0,3.56
343,Darren Lehmann,16,20,3.0,5.33,4.8
706,Josh Clarkson,16,23,1.0,16.0,4.17
559,Hila Vare,16,19,2.0,8.0,5.05
200,Bernard Loots,16,27,3.0,5.33,3.56
497,Glenn McGrath,16,23,3.0,5.33,4.17
1241,Roy Lamsam,16,30,1.0,16.0,3.2
1559,Vikrant Shetty,16,29,2.0,8.0,3.31
875,Manjula Guruge,16,29,,,3.31
683,Jofra Archer,15,28,3.0,5.0,3.21
870,Malhar Patel,15,54,1.0,15.0,1.67
1105,Oshane Thomas,15,42,4.0,3.75,2.14
1509,Todd Astle,15,19,2.0,7.5,4.74
243,Brydon Carse,15,27,1.0,15.0,3.33
1318,Semo Kamea,15,53,7.0,2.14,1.7
574,Ian Nicolson,15,22,2.0,7.5,4.09
542,Hasan Durham,15,48,2.0,7.5,1.88
1002,Mosharraf Hossain,15,43,3.0,5.0,2.09
721,Justin Greaves,15,64,4.0,3.75,1.41
425,Edgar Schiferli,15,33,3.0,5.0,2.73
1604,Zafar Gohar,15,15,1.0,15.0,6.0
1460,Tanish Suri,15,23,1.0,15.0,3.91
1233,Ronsford Beaton,15,51,1.0,15.0,1.76
315,Craig Overton,15,22,1.0,15.0,4.09
134,Arshad Ali,15,44,1.0,15.0,2.05
101,Andre McCarthy,14,39,2.0,7.0,2.15
1364,Shaun Tait,14,18,,,4.67
1150,Pratik Athavale,14,27,2.0,7.0,3.11
17,Abdul Shakoor,14,38,2.0,7.0,2.21
868,Malan Kruger,14,26,1.0,14.0,3.23
482,Geert-Maarten Mol,14,34,1.0,14.0,2.47
537,Harry Gurney,14,31,2.0,7.0,2.71
526,Hamish Rutherford,14,55,4.0,3.5,1.53
733,Kamran Shazad,14,19,2.0,7.0,4.42
851,Luke Woodcock,14,22,1.0,14.0,3.82
1344,Shamim Hossain,14,31,2.0,7.0,2.71
1097,Oliver Davidson,14,33,1.0,14.0,2.55
157,Ashwanth Valthapa,14,22,1.0,14.0,3.82
518,Gus Atkinson,14,17,,,4.94
414,Dushan Hemantha,14,19,1.0,14.0,4.42
456,Fazalhaq Farooqi,13,39,2.0,6.5,2.0
26,Abinash Bohara,13,14,,,5.57
981,Mohammad Sanuth,13,16,1.0,13.0,4.88
1566,Vivian Kingma,13,49,5.0,2.6,1.59
1333,Shahid Ahmadzai,13,20,,,3.9
197,Ben Wheeler,13,11,,,7.09
489,George O'Brien,13,12,2.0,6.5,6.5
1606,Zaheer Maqsood,13,45,,,1.73
3,Aamir Kaleem,13,16,1.0,13.0,4.88
142,Asad Ali,13,16,2.0,6.5,4.88
182,Basant Regmi,13,47,4.0,3.25,1.66
1546,Usman Salahuddin,13,28,2.0,6.5,2.79
923,Michael Bates,13,10,1.0,13.0,7.8
666,Jeff Wilson,13,22,1.0,13.0,3.55
1197,Rayad Emrit,13,33,1.0,13.0,2.36
1299,Sanjay Krishnamurthi,13,23,2.0,6.5,3.39
1403,Stefan Kelly,13,30,,,2.6
429,Eion Katchay,12,27,1.0,12.0,2.67
1473,Taurai Muzarabani,12,38,4.0,3.0,1.89
1087,Noor-ul-Haq,12,56,1.0,12.0,1.29
1201,Reece Topley,12,38,1.0,12.0,1.89
1432,Sunil Dhamala,12,36,1.0,12.0,2.0
1271,Sabir Ali,12,13,2.0,6.0,5.54
1352,Shane Snater,12,14,2.0,6.0,5.14
424,Eddie Richardson,12,18,1.0,12.0,4.0
296,Clayton Floyd,11,11,2.0,5.5,6.0
1609,Zahid Shah,11,20,,,3.3
673,Jermaine Lawson,11,12,1.0,11.0,5.5
833,Liam Naylor,11,16,,,4.12
1145,Prabath Jayasuriya,11,11,,,6.0
1051,Naveen-ul-Haq,11,31,4.0,2.75,2.13
922,Mervyn Dillon,11,17,2.0,5.5,3.88
1115,Paul Hitchcock,11,11,,,6.0
810,Kyle Klein,11,16,,,4.12
51,Ahsan Malik,11,22,,,3.0
1151,Pratis GC,11,6,,,11.0
836,Lionel Baker,11,14,1.0,11.0,4.71
190,Ben Hilfenhaus,11,48,2.0,5.5,1.38
132,Arafat Sunny,11,31,3.0,3.67,2.13
22,Abhimanyu Mithun,11,24,1.0,11.0,2.75
127,Anthony Ireland,11,63,6.0,1.83,1.05
750,Kavem Hodge,11,18,1.0,11.0,3.67
1440,Surya Tamang,10,32,,,1.88
1030,Nangeyalia Kharote,10,8,1.0,10.0,7.5
128,Anthony Martin,10,29,1.0,10.0,2.07
1009,Mukesh Kumar,10,16,1.0,10.0,3.75
734,Kane Richardson,10,22,3.0,3.33,2.73
28,Abul Hasan,10,14,2.0,5.0,4.29
871,Malinda Pushpakumara,10,23,2.0,5.0,2.61
1410,Steven Davies,10,23,1.0,10.0,2.61
1575,Wasim Jaffer,10,23,2.0,5.0,2.61
943,Michau du Preez,10,30,2.0,5.0,2.0
1310,Scott Currie,10,18,2.0,5.0,3.33
1134,Peter Siddle,10,11,,,5.45
37,Adithya Ashok,10,12,1.0,10.0,5.0
610,Jacobi Robinson,10,17,1.0,10.0,3.53
671,Jeremy Gordon,10,41,4.0,2.5,1.46
508,Grant Flower,10,16,1.0,10.0,3.75
1351,Shane Getkate,10,16,1.0,10.0,3.75
1532,Umair Ali,10,19,1.0,10.0,3.16
618,Jake Dunford,10,27,4.0,2.5,2.22
1257,Ryan Higgins,10,32,3.0,3.33,1.88
481,Gavin Tonge,9,15,1.0,9.0,3.6
467,Friday Kasteni,9,24,2.0,4.5,2.25
730,Kamal Airee,9,9,1.0,9.0,6.0
613,Jade Dernbach,9,23,5.0,1.8,2.35
534,Harishankar Shah,9,25,2.0,4.5,2.16
118,Andy McKay,9,44,3.0,3.0,1.23
1593,Yamin Ahmadzai,9,31,3.0,3.0,1.74
1607,Zahid Hussain,9,31,1.0,9.0,1.74
934,Michael Mason,9,26,2.0,4.5,2.08
1050,Naveed Zadran,9,7,,,7.71
1608,Zahid Mahmood,9,9,1.0,9.0,6.0
463,Francis Otieno,9,29,2.0,4.5,1.86
737,Karim Janat,9,33,1.0,9.0,1.64
1094,Nuwan Zoysa,9,15,2.0,4.5,3.6
1469,Tarun Nethula,9,8,1.0,9.0,6.75
164,Avesh Khan,9,9,1.0,9.0,6.0
413,Durand Soraine,9,14,3.0,3.0,3.86
1160,Qadeer Ahmed,9,31,2.0,4.5,1.74
506,Graham Hume,9,39,2.0,4.5,1.38
1342,Shakti Gauchan,9,44,,,1.23
854,Lutho Sipamla,9,13,,,4.15
192,Ben Lister,8,9,1.0,8.0,5.33
1125,Peter Connell,8,30,2.0,4.0,1.6
686,Johan van der Wath,8,23,3.0,2.67,2.09
88,Amila Aponso,8,39,1.0,8.0,1.23
918,Mayank Agarwal,8,14,1.0,8.0,3.43
565,Hussain Butt,8,28,2.0,4.0,1.71
1556,Vikram Singh,8,13,1.0,8.0,3.69
704,Josclyn Pitcher,8,12,1.0,8.0,4.0
1491,Tim Ambrose,8,27,3.0,2.67,1.78
1029,Nandre Burger,8,39,1.0,8.0,1.23
112,Andrew Umeed,8,23,1.0,8.0,2.09
221,Brad Currie,8,13,,,3.69
713,Joshua Da Silva,8,30,2.0,4.0,1.6
194,Ben Shikongo,8,35,2.0,4.0,1.37
692,John Kariko,8,12,2.0,4.0,4.0
1019,Muthumudalige Pushpakumara,7,19,,,2.21
621,James Cameron-Dow,7,10,,,4.2
401,Dominic Blampied,7,13,2.0,3.5,3.23
964,Mohammad Haris,7,21,3.0,2.33,2.0
906,Matthew Hoggard,7,12,1.0,7.0,3.5
126,Anthony Hawkins-Kay,7,15,1.0,7.0,2.8
1056,Nazmul Islam,7,13,1.0,7.0,3.23
1278,Sagar Dhakal,7,41,1.0,7.0,1.02
601,Izatullah Dawlatzai,7,27,2.0,3.5,1.56
60,Akalanka Ganegama,7,8,1.0,7.0,5.25
1064,Neil Rock,7,23,2.0,3.5,1.83
1325,Shadeep Silva,7,13,1.0,7.0,3.23
672,Jermaine Blackwood,7,18,1.0,7.0,2.33
1095,Nuwanidu Fernando,7,38,2.0,3.5,1.11
1169,Rahat Ali,7,27,1.0,7.0,1.56
1612,Zak Crawley,7,13,1.0,7.0,3.23
382,Dhiren Gondaria,7,46,2.0,3.5,0.91
910,Matthew Potts,7,9,,,4.67
652,Jason Krejza,7,19,1.0,7.0,2.21
1369,Shehan Madushanka,7,6,1.0,7.0,7.0
908,Matthew Kuhnemann,7,9,,,4.67
523,Hamish Bennett,7,28,2.0,3.5,1.5
1014,Murray Commins,6,13,1.0,6.0,2.77
124,Anrich Nortje,6,13,2.0,3.0,2.77
15,Abdul Rahman,6,33,2.0,3.0,1.09
848,Lucas Oluoch,6,6,1.0,6.0,6.0
847,Lovepreet Singh,6,20,1.0,6.0,1.8
598,Ishara Amerasinghe,6,9,,,4.0
1583,Wilfred Diepeveen,6,7,1.0,6.0,5.14
926,Michael Chinouya,6,8,1.0,6.0,4.5
935,Michael Neser,6,14,1.0,6.0,2.57
1205,Rehan Ahmed,6,22,2.0,3.0,1.64
827,Laxman Sreekumar,6,14,,,2.57
444,Faisal Hossain,6,7,,,5.14
1350,Shane Dowrich,6,8,1.0,6.0,4.5
1152,Praveen Jayawickrama,6,11,1.0,6.0,3.27
1496,Tim Pringle,6,11,2.0,3.0,3.27
1531,Uday Bhagwan,6,13,1.0,6.0,2.77
1550,Varun Aaron,6,12,1.0,6.0,3.0
237,Brett Geeves,6,4,,,9.0
945,Miguel Cummins,6,22,2.0,3.0,1.64
532,Haris Rauf,6,27,5.0,1.2,1.33
1242,Royston Crandon,5,9,1.0,5.0,3.33
1082,Nizel Fernandes,5,13,1.0,5.0,2.31
1159,Pruthvikumar Machhi,5,10,,,3.0
1620,Zia-ur-Rehman,5,30,1.0,5.0,1.0
1228,Roger Whelan,5,12,2.0,2.5,2.5
877,Mansoor Amjad,5,10,1.0,5.0,3.0
759,Kenny Carroll,5,17,3.0,1.67,1.76
1109,Parth Desai,5,41,1.0,5.0,0.73
176,Badal Singh,5,12,1.0,5.0,2.5
771,Khaleel Ahmed,5,5,1.0,5.0,6.0
1025,Najeeb Tarakai,5,18,1.0,5.0,1.67
802,Kwame Tucker,5,16,2.0,2.5,1.88
614,Jahmar Hamilton,5,16,1.0,5.0,1.88
720,Junior Dala,5,3,1.0,5.0,10.0
1,AM Ghazanfar,5,8,1.0,5.0,3.75
1298,Sandun Weerakkody,5,6,1.0,5.0,5.0
1458,Tanbir Hayder,5,16,2.0,2.5,1.88
715,Jubair Hossain,5,9,1.0,5.0,3.33
1462,Tanveer Ahmed,4,11,,,2.18
435,Enamul Haque jnr,4,7,2.0,2.0,3.43
295,Clay Smith,4,31,4.0,1.0,0.77
1100,Olly Stone,4,4,1.0,4.0,6.0
1561,Vinoo Tewarie,4,22,1.0,4.0,1.09
206,Bikram Sob,4,17,3.0,1.33,1.41
816,Lahiru Gamage,4,25,2.0,2.0,0.96
822,Lalit Bhandari,4,9,,,2.67
907,Matthew Humphreys,4,7,,,3.43
1337,Shahzad Khan,4,12,1.0,4.0,2.0
879,Marc Petrie,4,18,3.0,1.33,1.33
1589,Willie Gavera,4,6,,,4.0
835,Liam Roche,4,10,2.0,2.0,2.4
661,Jay Odedra,4,14,2.0,2.0,1.71
1289,Sam Heazlett,4,11,1.0,4.0,2.18
1245,Ruchira Perera,4,6,1.0,4.0,4.0
1213,Rijan Dhakal,4,4,1.0,4.0,6.0
310,Courtney Kruger,3,20,2.0,1.5,0.9
1510,Tom Banton,3,12,1.0,3.0,1.5
554,Henry Davids,3,16,2.0,1.5,1.12
544,Hasantha Fernando,3,14,1.0,3.0,1.29
648,Jason Behrendorff,3,13,3.0,1.0,1.38
1619,Zhivago Groenewald,3,18,1.0,3.0,1.0
215,Blair Tickner,3,10,1.0,3.0,1.8
825,Lance Hamilton,3,6,,,3.0
936,Michael Papps,3,10,,,1.8
1614,Zakiullah Zaki,3,22,,,0.82
575,Ian Stanger,3,6,1.0,3.0,3.0
272,Charlie Tear,3,16,1.0,3.0,1.12
76,Alex Wharf,3,4,,,4.5
64,Al-Amin Hossain,3,18,2.0,1.5,1.0
18,Abdullah Mazari,3,16,1.0,3.0,1.12
184,Basir Ahamad,3,13,2.0,1.5,1.38
318,Craig Wishart,3,8,1.0,3.0,2.25
6,Aaron Hardie,2,3,,,4.0
806,Kyle Hodsoll,2,5,,,2.4
1061,Neil MacRae,2,15,1.0,2.0,0.8
1427,Sufyan Mehmood,2,6,1.0,2.0,2.0
510,Greg Thompson,2,21,2.0,1.0,0.57
1421,Stuart Meaker,2,16,2.0,1.0,0.75
334,Danish Kaneria,2,3,,,4.0
1042,Nathan Ellis,2,4,1.0,2.0,3.0
795,Kuldeep Sen,2,4,,,3.0
35,Adeel Shafique,2,12,1.0,2.0,1.0
944,Mick Lewis,2,3,,,4.0
388,Dilshan Munaweera,2,14,1.0,2.0,0.86
49,Ahmed Shah,2,10,1.0,2.0,1.2
1308,Scott Boland,2,15,2.0,1.0,0.8
839,Lizaad Williams,2,3,1.0,2.0,4.0
283,Chris Martin,2,3,,,4.0
421,Ebadot Hossain,2,7,1.0,2.0,1.71
557,Henry Shipley,2,10,1.0,2.0,1.2
