,bat,innings,entry,arrive_fow,exit,exit_fow,added
1555,Terry Duffin,12,1.0,0.0032626427406199023,105.0,2.936378466557912,104.0
1556,Thandi Tshabalala,1,300.0,9.0,323.0,9.0,23.0
1557,Tharindu Kaushal,1,116.0,8.0,116.0,8.0,0.0
1558,Theo van Woerkom,2,152.0,8.75,153.0,8.75,2.0
1559,Thilan Samaraweera,31,96.0,2.927291886195996,185.0,4.7418335089567965,89.0
1560,Thilan Thushara,25,152.0,6.225118483412322,202.0,7.270142180094787,50.0
1561,Thilina Kandamby,32,101.0,3.3366013071895426,192.0,5.901960784313726,91.0
1562,Thinus Fourie,4,156.0,6.836734693877551,198.0,7.1020408163265305,42.0
1563,Thisara Perera,133,159.0,5.2401300510915005,216.0,7.066418950301904,57.0
1564,Thomas Odoyo,41,89.0,4.803018268467038,167.0,7.286735504368546,77.0
1565,Tilak Varma,4,68.0,2.288,153.0,3.264,85.0
1566,Tillakaratne Dilshan,258,25.0,0.8883862629246676,158.0,3.220734859675037,134.0
1567,Tim Ambrose,5,145.0,5.176470588235294,159.0,6.147058823529412,14.0
1568,Tim Bresnan,63,170.0,5.8983739837398375,220.0,7.585365853658536,49.0
1569,Tim David,4,156.0,4.446428571428571,196.0,5.446428571428571,40.0
1570,Tim Gruijters,4,89.0,3.90625,141.0,6.375,52.0
1571,Tim Murtagh,36,161.0,7.866883116883117,178.0,8.863636363636363,17.0
1572,Tim Paine,35,40.0,0.968266253869969,134.0,3.521671826625387,93.0
1573,Tim Pringle,4,205.0,6.357142857142857,214.0,7.285714285714286,9.0
1574,Tim Seifert,2,276.0,4.607142857142857,318.0,6.607142857142857,42.0
1575,Tim Southee,95,187.0,7.451327433628318,212.0,8.59165613147914,25.0
1576,Tim de Leede,5,79.0,4.901408450704225,118.0,6.338028169014085,39.0
1577,Timil Patel,7,101.0,5.246666666666667,158.0,8.253333333333334,58.0
1578,Timm van der Gugten,4,116.0,7.0,171.0,8.0,55.0
1579,Timycen Maruma,18,54.0,2.5341246290801185,94.0,4.186943620178042,40.0
1580,Tinashe Kamunhukamwe,12,1.0,0.01775147928994083,64.0,2.2781065088757395,63.0
1581,Tinashe Panyangara,34,165.0,7.311728395061729,194.0,8.5,30.0
1582,Tino Best,12,176.0,7.809917355371901,196.0,8.983471074380166,20.0
1583,Tino Mawoyo,7,0.0,0.0,30.0,1.3072289156626506,30.0
1584,Tinotenda Mutombodzi,13,109.0,4.347280334728033,152.0,5.916317991631799,44.0
1585,Tobias Visee,3,18.0,0.7575757575757576,55.0,1.7575757575757576,37.0
1586,Toby Roland-Jones,1,83.0,7.0,153.0,9.0,70.0
1587,Todd Astle,4,194.0,5.475,277.0,6.3125,84.0
1588,Tom Banton,5,78.0,3.110344827586207,162.0,4.848275862068966,84.0
1589,Tom Blundell,12,55.0,1.4919093851132685,132.0,3.5825242718446604,77.0
1590,Tom Cooper,31,33.0,1.4679802955665024,162.0,4.824849480021894,129.0
1591,Tom Curran,16,188.0,6.88855421686747,257.0,8.186746987951807,69.0
1592,Tom Hartley,1,301.0,7.0,333.0,8.0,32.0
1593,Tom Heggelman,5,55.0,4.839080459770115,96.0,5.942528735632184,41.0
1594,Tom Latham,134,60.0,1.9175152749490836,180.0,4.25112016293279,120.0
1595,Tom Sole,7,175.0,5.25,196.0,7.068181818181818,20.0
1596,Tom de Grooth,25,65.0,2.5036764705882355,103.0,3.829044117647059,37.0
1597,Tomas Mackintosh,9,117.0,3.497536945812808,165.0,5.906403940886699,48.0
1598,Tony Munyonga,6,82.0,3.7372262773722627,114.0,4.854014598540146,32.0
1599,Tony Suji,3,25.0,1.9838709677419355,75.0,3.870967741935484,49.0
1600,Tony Ura,61,5.0,0.29825548677546426,79.0,2.8913899831176137,74.0
1601,Tony de Zorzi,5,13.0,0.18620689655172415,170.0,2.9586206896551723,157.0
1602,Towhid Hridoy,26,85.0,3.0868706811451134,198.0,5.830207305034551,113.0
1603,Travis Dowlin,10,32.0,1.6373626373626373,158.0,4.313186813186813,126.0
1604,Travis Head,62,53.0,1.4231738035264483,182.0,3.7191435768261965,129.0
1605,Trent Boult,50,181.0,8.820422535211268,199.0,9.394366197183098,18.0
1606,Trent Johnston,48,147.0,5.825333333333333,186.0,7.492,39.0
1607,Trevin Bastiampillai,12,27.0,1.45016077170418,72.0,3.1993569131832795,46.0
1608,Tristan Stubbs,1,200.0,4.0,210.0,5.0,10.0
1609,Tushar Imran,16,49.0,2.592067988668555,84.0,4.031161473087819,36.0
1610,Tyson Gordon,5,97.0,4.953125,109.0,6.265625,12.0
1611,Uday Bhagwan,2,219.0,7.071428571428571,246.0,7.535714285714286,26.0
1612,Umair Ali,2,88.0,4.266666666666667,110.0,5.266666666666667,23.0
1613,Umar Akmal,110,98.0,3.5830013280212483,181.0,5.609827357237716,83.0
1614,Umar Amin,16,82.0,2.517156862745098,137.0,4.33578431372549,55.0
1615,Umar Bhatti,21,131.0,6.100702576112412,180.0,7.9976580796252925,48.0
1616,Umar Gul,62,159.0,7.116822429906542,187.0,8.4797507788162,28.0
1617,Umesh Yadav,21,194.0,8.617647058823529,213.0,9.301470588235293,19.0
1618,Umran Malik,3,281.0,8.363636363636363,283.0,8.545454545454545,2.0
1619,Upul Chandana,10,123.0,6.2898550724637685,186.0,7.391304347826087,63.0
1620,Upul Tharanga,220,12.0,0.3838069705093834,136.0,2.9553887399463807,125.0
1621,Usama Mir,6,186.0,5.885714285714286,202.0,6.885714285714286,15.0
1622,Usman Ghani,17,2.0,0.0016722408026755853,111.0,3.011705685618729,109.0
1623,Usman Khawaja,39,20.0,0.42130365659777425,169.0,2.7021727609962904,149.0
1624,Usman Limbada,11,100.0,3.3633217993079585,162.0,5.2145328719723185,62.0
1625,Usman Mushtaq,1,10.0,0.0,17.0,2.0,7.0
1626,Usman Rafiq,2,149.0,7.238095238095238,184.0,9.0,35.0
1627,Usman Salahuddin,2,97.0,2.857142857142857,112.0,4.142857142857143,15.0
1628,Usman Shinwari,4,220.0,7.428571428571429,220.0,8.142857142857142,0.0
1629,VVS Laxman,3,53.0,0.8035714285714286,95.0,1.7857142857142858,42.0
1630,Vani Morea,13,31.0,1.0040322580645162,118.0,3.715725806451613,87.0
1631,Varun Aaron,3,219.0,8.333333333333334,227.0,9.066666666666666,8.0
1632,Vaughn van Jaarsveld,2,218.0,5.0,240.0,5.5625,22.0
1633,Veerasammy Permaul,4,194.0,7.035714285714286,208.0,7.357142857142857,13.0
1634,Venkatesh Iyer,2,183.0,4.0,230.0,6.0,47.0
1635,Venugopal Rao,11,108.0,4.040322580645161,181.0,6.591397849462366,73.0
1636,Vernon Philander,18,186.0,5.844748858447488,222.0,7.073059360730594,36.0
1637,Victor Nyauchi,5,146.0,8.830188679245284,182.0,10.0,35.0
1638,Vijay Shankar,8,104.0,3.4606299212598426,170.0,4.559055118110236,66.0
1639,Vikram Singh,1,209.0,8.0,223.0,10.0,14.0
1640,Vikram Solanki,16,82.0,3.2171532846715327,170.0,5.271897810218978,87.0
1641,Vikramjit Singh,32,8.0,0.16390977443609023,111.0,2.2766917293233084,103.0
1642,Vikrant Shetty,2,133.0,5.0,148.0,6.0,15.0
1643,Vinay Kumar,12,180.0,7.533333333333333,206.0,8.76,26.0
1644,Vinoo Tewarie,1,7.0,1.0,22.0,3.0,15.0
1645,Virat Kohli,279,44.0,1.1596950613191912,204.0,3.66927411335764,159.0
1646,Virender Sehwag,142,6.0,0.19265864786395687,130.0,2.3405226047283283,124.0
1647,Vishnu Sukumaran,2,108.0,4.166666666666667,136.0,5.166666666666667,29.0
1648,Vishwa Fernando,8,187.0,8.548387096774194,196.0,9.0,9.0
1649,Vivian Kingma,10,161.0,8.867924528301886,168.0,9.528301886792454,7.0
1650,Vriitya Aravind,57,26.0,0.9493621955933513,135.0,3.5063780440664862,109.0
1651,Vusi Sibanda,96,5.0,0.22687465790914066,101.0,2.6291735084838534,96.0
1652,Wahab Riaz,66,176.0,6.64105504587156,220.0,7.931192660550459,45.0
1653,Waheed Ahmed,6,104.0,5.748091603053435,139.0,7.450381679389313,34.0
1654,Wanindu Hasaranga,46,156.0,5.297232250300842,213.0,6.773766546329723,57.0
1655,Waqas Barkat,10,61.0,2.1559139784946235,104.0,3.736559139784946,43.0
1656,Waqas Khan,5,112.0,3.689655172413793,170.0,4.834482758620689,58.0
1657,Washington Sundar,11,151.0,4.012578616352202,217.0,6.446540880503145,65.0
1658,Wasim Ali,1,256.0,5.0,257.0,5.0,1.0
1659,Wasim Jaffer,2,0.0,0.0,20.0,1.0,20.0
1660,Wavell Hinds,27,58.0,2.338185890257559,151.0,5.237402015677492,93.0
1661,Wayne Parnell,42,156.0,5.519515477792732,211.0,7.383580080753701,55.0
1662,Wellington Masakadza,24,119.0,6.657534246575342,153.0,7.865753424657535,34.0
1663,Wes Agar,2,145.0,8.0,197.0,9.837209302325581,51.0
1664,Wesley Barresi,49,45.0,1.4979054458408139,139.0,3.7402752842609215,94.0
1665,Wessly Madhevere,34,59.0,2.199575371549894,132.0,3.970276008492569,73.0
1666,Wiaan Mulder,12,167.0,4.811320754716981,191.0,5.537735849056604,24.0
1667,Wilfred Diepeveen,1,58.0,2.0,66.0,3.0,8.0
1668,Will Jacks,7,20.0,0.6037735849056604,136.0,3.709433962264151,116.0
1669,Will Sutherland,1,167.0,7.0,224.0,8.0,57.0
1670,Will Young,31,6.0,0.3231833910034602,140.0,2.901038062283737,134.0
1671,William O’Rourke,1,98.0,9.0,98.0,10.0,0.0
1672,William Porterfield,137,9.0,0.2561828415486952,125.0,3.0672010915913357,116.0
1673,Willie Gavera,1,158.0,9.0,163.0,9.0,5.0
1674,Wriddhiman Saha,5,144.0,4.4576271186440675,166.0,5.288135593220339,22.0
1675,Xavier Doherty,22,177.0,8.51595744680851,204.0,9.127659574468085,26.0
1676,Xavier Marshall,37,18.0,0.580327868852459,93.0,2.586885245901639,74.0
1677,Yamin Ahmadzai,5,181.0,8.636363636363637,190.0,9.727272727272727,9.0
1678,Yannic Cariah,7,79.0,6.005988023952096,158.0,8.790419161676647,79.0
1679,Yasir Ali,7,123.0,3.2956521739130435,182.0,4.860869565217391,59.0
1680,Yasir Arafat,5,118.0,6.427184466019417,156.0,8.805825242718447,38.0
1681,Yasir Hameed,12,25.0,0.7508417508417509,114.0,3.0723905723905722,88.0
1682,Yasir Mohammad,1,235.0,7.0,238.0,8.0,3.0
1683,Yasir Shah,12,190.0,7.287581699346405,237.0,8.254901960784315,47.0
1684,Yodhin Punja,1,181.0,8.0,190.0,9.0,9.0
1685,Younis Khan,149,43.0,1.4881344188463537,156.0,3.851550320457301,113.0
1686,Yusuf Pathan,41,153.0,4.26729986431479,234.0,5.786974219810041,81.0
1687,Yuvraj Singh,179,83.0,2.4144801459239513,192.0,4.477900940086993,109.0
1688,Yuzvendra Chahal,14,163.0,8.041666666666666,184.0,8.916666666666666,20.0
1689,Zafar Gohar,1,162.0,8.0,187.0,9.0,25.0
1690,Zaheer Khan,51,164.0,7.533834586466165,200.0,8.825563909774436,35.0
1691,Zaheer Maqsood,2,125.0,8.217391304347826,160.0,9.0,35.0
1692,Zahid Hussain,2,186.0,8.903225806451612,194.0,9.0,8.0
1693,Zahid Mahmood,2,203.0,8.333333333333334,212.0,8.333333333333334,9.0
1694,Zahid Shah,2,167.0,7.45,173.0,8.45,6.0
1695,Zahoor Khan,39,151.0,8.242647058823529,171.0,9.121323529411764,19.0
1696,Zain Abbas,1,32.0,3.0,92.0,5.0,60.0
1697,Zak Crawley,8,55.0,1.0048076923076923,153.0,2.735576923076923,98.0
1698,Zakir Hasan,1,5.0,0.0,6.0,1.0,1.0
1699,Zakiullah Zaki,1,142.0,6.0,153.0,9.0,11.0
1700,Zane Green,31,86.0,3.6261363636363635,146.0,6.0125,60.0
1701,Zawar Farid,8,92.0,3.5517241379310347,125.0,5.075862068965518,34.0
1702,Zeeshan Maqsood,43,60.0,2.2291325695581015,165.0,4.992362247681396,105.0
1703,Zeeshan Siddiqi,2,45.0,1.8125,143.0,6.875,98.0
1704,Zhivago Groenewald,2,106.0,8.052631578947368,112.0,9.0,6.0
1705,Zia-ur-Rehman,1,68.0,7.0,89.0,8.0,21.0
1706,Ziaur Rahman,11,149.0,4.584070796460177,181.0,6.283185840707965,32.0
1707,Zubayr Hamza,1,23.0,1.0,143.0,3.0,120.0
1708,Zubin Surkari,20,43.0,2.49185667752443,107.0,4.745928338762215,64.0
1709,Zulfiqar Babar,5,191.0,8.075,207.0,8.8,16.0
1710,Zulqarnain Haider,4,191.0,6.328571428571428,223.0,8.514285714285714,33.0
1711,Zunaed Siddique,52,19.0,0.6855064353665361,116.0,3.099048684946838,97.0
