,bat,innings,entry,arrive_fow,exit,exit_fow,added
709,Jesse Ryder,41,10.0,0.45267489711934156,105.0,2.4252400548696844,95.0
710,Jhye Richardson,8,209.0,6.4495412844036695,250.0,7.889908256880734,41.0
711,Jimmy Hansra,22,66.0,2.9440654843110505,151.0,5.495225102319236,85.0
712,Jimmy Kamande,41,87.0,4.299901671583087,144.0,6.902654867256637,58.0
713,Joe Burns,6,0.0,0.0,84.0,1.0,84.0
714,Joe Denly,13,36.0,1.372093023255814,145.0,4.3317829457364345,109.0
715,Joe Mennie,2,212.0,6.6,222.0,7.6,10.0
716,Joe Root,160,53.0,1.3788575180564675,200.0,4.220091923834537,147.0
717,Jofra Archer,10,220.0,8.28,232.0,8.7,13.0
718,Joginder Sharma,1,66.0,5.0,69.0,6.0,3.0
719,Johan Botha,50,165.0,5.615068493150685,210.0,7.365753424657535,45.0
720,Johan van der Wath,8,255.0,6.25,284.0,7.013888888888889,29.0
721,Johann Louw,1,244.0,7.0,270.0,8.0,26.0
722,John Anderson,8,35.0,0.8905109489051095,88.0,3.2116788321167884,53.0
723,John Blain,13,111.0,6.587837837837838,154.0,8.635135135135135,43.0
724,John Campbell,5,1.0,0.0,251.0,1.0,250.0
725,John Davison,13,41.0,1.1603773584905661,134.0,4.10062893081761,93.0
726,John Hastings,18,196.0,6.263345195729538,250.0,7.0355871886121,54.0
727,John Kariko,2,103.0,7.25,118.0,8.166666666666666,15.0
728,John Mooney,51,133.0,5.38658940397351,190.0,7.3948675496688745,57.0
729,John Nyumbu,14,162.0,8.282608695652174,179.0,9.380434782608695,17.0
730,John Reva,7,129.0,6.071428571428571,162.0,7.107142857142857,33.0
731,John Simpson,2,142.0,4.0,162.0,5.625,20.0
732,Johnson Charles,58,2.0,0.09803921568627451,102.0,2.79520697167756,100.0
733,Jon Lewis,8,192.0,7.28125,217.0,8.078125,25.0
734,Jonathan Carter,28,81.0,3.5218934911242603,145.0,5.768047337278107,65.0
735,Jonathan Figy,2,54.0,1.5066666666666666,99.0,2.0,44.0
736,Jonathan Trott,65,36.0,0.9954448017148981,184.0,4.161307609860665,148.0
737,Jonny Bairstow,98,21.0,0.7707304393033533,155.0,2.9352742396672733,134.0
738,Jonty Jenner,5,74.0,3.2418032786885247,163.0,5.442622950819672,89.0
739,Jos Buttler,154,130.0,3.7554137223615225,245.0,5.780487804878049,115.0
740,Josclyn Pitcher,1,161.0,7.0,182.0,9.0,21.0
741,Josephat Ababu,2,138.0,9.0,142.0,9.0,4.0
742,Josh Clarkson,2,71.0,5.083333333333333,91.0,7.0,20.0
743,Josh Davey,28,72.0,3.2958115183246073,139.0,4.653141361256544,67.0
744,Josh Hazlewood,27,189.0,8.877697841726619,212.0,9.093525179856115,23.0
745,Josh Inglis,19,123.0,2.9547738693467336,190.0,4.6206030150753765,67.0
746,Josh Lawrenson,5,33.0,1.0,180.0,3.7641509433962264,147.0
747,Josh Little,13,203.0,8.74712643678161,232.0,9.666666666666666,29.0
748,Josh Philippe,3,0.0,0.0,37.0,1.5274725274725274,37.0
749,Joshua Da Silva,2,7.0,0.6285714285714286,32.0,2.6285714285714286,26.0
750,Joylord Gumbie,12,0.0,0.001841620626151013,117.0,3.0939226519337018,117.0
751,Jubair Hossain,1,133.0,8.0,140.0,9.0,7.0
752,Julius Sumerauer,4,169.0,6.125,207.0,8.681818181818182,38.0
753,Junaid Khan,23,190.0,8.425373134328359,207.0,9.5,16.0
754,Junaid Siddique,30,165.0,8.097142857142858,175.0,9.017142857142858,10.0
755,Junaid Siddiqui,7,109.0,6.235294117647059,140.0,8.379084967320262,31.0
756,Junior Dala,2,150.0,9.0,154.0,9.5,4.0
757,Justin Greaves,5,4.0,0.0,43.0,1.7169811320754718,39.0
758,Justin Kemp,60,109.0,4.184615384615385,197.0,6.013105413105413,88.0
759,Justin Ontong,6,83.0,2.073529411764706,132.0,3.2205882352941178,48.0
760,KL Rahul,70,64.0,1.6722714766126567,198.0,3.3246713543258943,134.0
761,Kabir Ali,9,163.0,7.625,220.0,8.535714285714286,57.0
762,Kabua Morea,13,149.0,8.099173553719009,173.0,8.950413223140496,23.0
763,Kagiso Rabada,41,176.0,7.0285714285714285,204.0,8.217582417582417,27.0
764,Kaleem Sana,5,170.0,7.707692307692308,192.0,8.692307692307692,22.0
765,Kaleemullah,25,177.0,7.545454545454546,194.0,8.25,17.0
766,Kamal Airee,3,231.0,7.75,254.0,8.0,23.0
767,Kamindu Mendis,7,50.0,1.9220183486238531,130.0,4.2889908256880735,80.0
768,Kamran Akmal,130,44.0,1.602187833511206,128.0,3.6075240128068304,84.0
769,Kamran Hussain,1,220.0,7.0,272.0,9.0,52.0
770,Kamran Shazad,3,200.0,8.28,229.0,9.12,30.0
771,Kane Richardson,12,194.0,7.9,212.0,8.742857142857142,19.0
772,Kane Williamson,157,34.0,1.2302251561947424,166.0,3.8030178003064954,132.0
773,Karan KC,36,154.0,7.101593625498008,185.0,8.49601593625498,31.0
774,Karim Janat,3,89.0,4.340425531914893,119.0,6.723404255319149,30.0
775,Karim Sadiq,21,17.0,0.49748743718592964,111.0,2.3266331658291457,94.0
776,Karima Gore,15,115.0,5.358255451713395,156.0,7.003115264797508,41.0
777,Karl Birkenstock,18,48.0,1.701525054466231,111.0,4.270152505446623,63.0
778,Karl Whatham,1,161.0,6.0,211.0,10.0,50.0
779,Karthik Meiyappan,21,133.0,6.862573099415204,167.0,8.461988304093568,34.0
780,Karun Jethi,3,173.0,6.283950617283951,223.0,7.530864197530864,51.0
781,Karun Nair,2,1.0,0.0,99.0,1.7752808988764044,98.0
782,Kashif Daud,16,118.0,5.660377358490566,192.0,7.147798742138365,74.0
783,Kashyap Prajapati,32,2.0,0.04739336492890995,107.0,2.5829383886255926,105.0
784,Kasun Rajitha,18,159.0,7.848958333333333,196.0,8.8125,38.0
785,Kaushal Lokuarachchi,6,109.0,3.422680412371134,176.0,4.525773195876289,68.0
786,Kaushalya Weeraratne,4,173.0,4.52755905511811,240.0,6.952755905511811,67.0
787,Kavem Hodge,3,141.0,4.25,176.0,5.229166666666667,34.0
788,Keacy Carty,20,54.0,2.463157894736842,153.0,5.056140350877193,99.0
789,Kedar Jadhav,51,137.0,3.8270462633451956,232.0,5.461209964412811,95.0
790,Keegan Meth,6,141.0,5.634408602150538,171.0,7.688172043010753,30.0
791,Keemo Paul,21,167.0,6.720238095238095,211.0,7.946428571428571,44.0
792,Keith Dabengwa,30,90.0,4.491978609625669,139.0,6.649732620320855,48.0
793,Kemar Roach,53,164.0,7.918166939443535,195.0,8.97872340425532,31.0
794,Kennedy Otieno,12,1.0,0.3234624145785877,109.0,3.202733485193622,108.0
795,Kenneth Kamyuka,1,46.0,7.0,46.0,8.0,0.0
796,Kenny Carroll,3,6.0,0.23809523809523808,34.0,1.2380952380952381,28.0
797,Keon Harding,1,176.0,9.0,176.0,9.0,0.0
798,Keshav Maharaj,23,170.0,6.693602693602694,204.0,8.804713804713804,34.0
799,Kesrick Williams,4,196.0,8.25925925925926,232.0,9.074074074074074,35.0
800,Kevin Hurdle,8,141.0,7.914893617021277,153.0,8.574468085106384,12.0
801,Kevin O'Brien,135,85.0,3.22747975708502,168.0,5.282135627530365,84.0
802,Kevin Pietersen,122,50.0,1.8118016075279357,165.0,4.2499509900019605,115.0
803,Kevin Sandher,2,136.0,7.0,143.0,8.0,8.0
804,Kevin Sinclair,3,157.0,7.6923076923076925,198.0,9.0,41.0
805,Khaled Ahmed,2,170.0,9.0,170.0,9.5,0.0
806,Khaled Mahmud,7,104.0,5.734848484848484,159.0,7.71969696969697,55.0
807,Khaled Mashud,26,113.0,5.125984251968504,191.0,7.512935883014623,78.0
808,Khaleel Ahmed,3,178.0,8.38888888888889,190.0,9.333333333333334,11.0
809,Khalid Kail,2,100.0,3.325,196.0,6.0,96.0
810,Khalid Latif,5,1.0,0.5107296137339056,123.0,3.648068669527897,123.0
811,Khaliq Dad,4,162.0,7.130434782608695,205.0,8.565217391304348,43.0
812,Khary Pierre,2,170.0,6.76595744680851,223.0,8.382978723404255,53.0
813,Khawar Ali,29,47.0,1.9215867158671587,136.0,3.8957564575645756,90.0
814,Khaya Zondo,6,75.0,3.246808510638298,147.0,6.093617021276596,72.0
815,Khurram Chohan,18,148.0,7.185567010309279,181.0,8.666666666666666,34.0
816,Khurram Khan,13,52.0,2.086677367576244,173.0,4.963081861958266,120.0
817,Khurram Manzoor,7,3.0,0.16103896103896104,134.0,1.9610389610389611,131.0
818,Khurram Nawaz,2,63.0,6.3061224489795915,90.0,8.0,27.0
819,Khushdil Shah,8,163.0,4.320754716981132,223.0,6.14622641509434,59.0
820,Kieran Powell,44,6.0,0.18663594470046083,99.0,2.4608294930875574,93.0
821,Kieron Pollard,112,95.0,3.7900815217391304,182.0,6.072350543478261,87.0
822,Kinchit Shah,10,47.0,1.860082304526749,88.0,4.271604938271605,41.0
823,Kiplin Doriga,38,30.0,1.8736669401148482,106.0,4.104183757178014,75.0
824,Kirk Edwards,16,43.0,0.9686888454011742,147.0,2.7260273972602738,105.0
825,Kishore Mahato,2,138.0,9.0,139.0,9.0,1.0
826,Kithuruwan Vithanage,6,130.0,4.695652173913044,154.0,6.684782608695652,24.0
827,Kjorn Ottley,4,4.0,0.18421052631578946,29.0,1.9473684210526316,25.0
828,Kosala Kulasekara,3,76.0,5.273972602739726,109.0,8.753424657534246,33.0
829,Kraigg Brathwaite,10,6.0,0.18421052631578946,115.0,2.937246963562753,109.0
830,Krishna Chandran,10,75.0,2.7237762237762237,136.0,4.9020979020979025,61.0
831,Krishnappa Gowtham,1,192.0,6.0,194.0,7.0,2.0
832,Krunal Pandya,4,192.0,5.0,269.0,6.679389312977099,76.0
833,Kuldeep Sen,1,179.0,9.0,185.0,9.0,6.0
834,Kuldeep Yadav,33,183.0,7.098870056497175,207.0,8.570621468926554,24.0
835,Kumar Sangakkara,266,37.0,1.0926140477914554,169.0,3.9013758146270816,132.0
836,Kusal Mendis,126,49.0,1.3090989204670633,150.0,3.403392817801278,101.0
837,Kusal Perera,111,23.0,0.616872197309417,133.0,3.1006165919282513,110.0
838,Kushal Bhurtel,51,4.0,0.1982815598149372,100.0,2.919365499008592,96.0
839,Kushal Malla,32,81.0,3.1593264248704664,150.0,5.286269430051814,69.0
840,Kwame Tucker,2,52.0,1.6,71.0,3.4,19.0
841,Kyle Abbott,13,191.0,7.007751937984496,216.0,8.170542635658915,26.0
842,Kyle Christie,1,186.0,8.0,186.0,9.0,0.0
843,Kyle Coetzer,87,2.0,0.15523373983739838,119.0,3.008638211382114,116.0
844,Kyle Hodsoll,1,164.0,9.0,167.0,9.0,3.0
845,Kyle Hope,6,2.0,0.029850746268656716,66.0,1.6766169154228856,63.0
846,Kyle Jamieson,6,171.0,6.87378640776699,215.0,7.611650485436893,44.0
847,Kyle Jarvis,31,150.0,7.64306784660767,179.0,8.99410029498525,29.0
848,Kyle Klein,1,123.0,8.0,137.0,9.0,14.0
849,Kyle Mayers,26,14.0,0.7655860349127181,113.0,2.729426433915212,100.0
850,Kyle McCallan,19,124.0,6.0321428571428575,162.0,7.314285714285714,38.0
851,Kyle Mills,77,159.0,7.149801587301587,197.0,8.649801587301587,38.0
852,Kyle Phillip,2,202.0,9.0,204.0,10.0,2.0
853,Kyle Verreynne,10,64.0,1.8329571106094809,174.0,4.243792325056433,109.0
854,Lahiru Gamage,5,184.0,9.0,192.0,9.518518518518519,8.0
855,Lahiru Kumara,18,191.0,8.406015037593985,203.0,9.458646616541353,12.0
856,Lahiru Madushanka,4,217.0,6.269230769230769,223.0,7.538461538461538,5.0
857,Lahiru Thirimanne,105,57.0,1.92880978865406,167.0,4.136818687430479,111.0
858,Lakshan Sandakan,19,207.0,8.19047619047619,225.0,8.959183673469388,19.0
859,Lakshmipathy Balaji,4,273.0,7.407407407407407,302.0,8.37037037037037,29.0
860,Lalit Bhandari,1,204.0,9.0,216.0,9.0,12.0
861,Lalit Rajbanshi,16,145.0,8.625954198473282,160.0,9.465648854961833,15.0
862,Lameck Onyango,11,162.0,6.726618705035971,190.0,7.971223021582734,28.0
863,Lance Hamilton,2,227.0,8.666666666666666,230.0,9.333333333333334,4.0
864,Lasith Malinga,111,178.0,7.880105401844532,203.0,9.006587615283268,26.0
865,Laxman Sreekumar,4,34.0,1.2,75.0,2.44,41.0
866,Lega Siaka,47,19.0,0.8106180665610143,91.0,3.1061806656101427,72.0
867,Lendl Simmons,65,31.0,1.4336250911743253,142.0,4.092633114514952,111.0
868,Leon Johnson,6,30.0,1.0497237569060773,112.0,2.8729281767955803,81.0
869,Lewis Gregory,2,161.0,5.0,273.0,7.405172413793103,112.0
870,Liam Dawson,5,151.0,6.184210526315789,190.0,8.407894736842104,39.0
871,Liam Livingstone,22,129.0,4.411870503597123,204.0,5.998201438848921,75.0
872,Liam Naylor,1,7.0,1.0,39.0,2.0,32.0
873,Liam Plunkett,50,208.0,6.98289269051322,256.0,8.278382581648522,48.0
874,Liam Roche,2,90.0,6.1,98.0,7.0,9.0
875,Lionel Baker,4,240.0,9.0,247.0,9.375,7.0
876,Lionel Cann,15,70.0,4.183406113537118,115.0,6.039301310043668,46.0
877,Litton Das,90,15.0,0.35984095427435386,130.0,2.7882703777335984,115.0
878,Lizaad Williams,1,214.0,8.0,216.0,9.0,2.0
879,Lo-handre Louwrens,23,2.0,0.04845360824742268,84.0,2.779381443298969,82.0
880,Lockie Ferguson,30,191.0,7.963414634146342,219.0,9.016260162601625,28.0
881,Logan van Beek,32,140.0,5.807443365695793,200.0,7.73462783171521,59.0
882,Lonwabo Tsotsobe,19,177.0,8.451327433628318,202.0,9.230088495575222,25.0
883,Loots Bosman,12,2.0,0.221875,92.0,1.90625,90.0
884,Lorcan Tucker,42,102.0,3.5502347417840374,174.0,5.817840375586854,72.0
885,Lou Vincent,39,6.0,0.24348958333333334,159.0,3.1393229166666665,153.0
886,Lovepreet Singh,2,30.0,1.5384615384615385,44.0,2.5384615384615383,14.0
